quantile,ccyy,cname,year,threshold,hc,hmc,hmchousa,hnchousi,hcmed,hmcmed,hncmed,hceduc,hmceduc,hnceduc,hncbgifte,hncbgiftg,hncbgifto,hchousa,hchousi
55,mx08,Mexico,2008,93484,82761,67125,2723,12195,2302,1579,724,5925,5903,22,1744,.,.,2723,12195
56,mx08,Mexico,2008,95578,89206,73748,2444,12305,3236,2812,424,6242,6242,0,1904,.,.,2444,12305
57,mx08,Mexico,2008,97574,86673,68505,2093,13987,1953,1561,392,6319,6319,0,2808,.,.,2093,13987
58,mx08,Mexico,2008,99661,105968,79673,2804,24065,2155,1898,257,6642,6637,4,1354,.,.,2804,24065
59,mx08,Mexico,2008,102091,90788,74928,2231,11912,1624,1241,384,4555,4555,0,3302,.,.,2231,11912
60,mx08,Mexico,2008,104483,92146,74684,2496,15179,2209,1980,229,6336,6336,0,1376,.,.,2496,15179
61,mx08,Mexico,2008,107081,94470,77803,2813,13692,2466,2071,395,7373,7365,8,2104,.,.,2822,13692
62,mx08,Mexico,2008,109878,89374,73571,2571,13525,2935,2564,372,5273,5272,1,1734,.,.,2571,13525
63,mx08,Mexico,2008,112690,99006,79348,2770,14628,2569,2209,360,7297,7297,0,1853,.,.,2770,14628
64,mx08,Mexico,2008,115313,101400,80496,1883,18738,3674,3044,630,8606,8600,6,1482,.,.,1883,18738
65,mx08,Mexico,2008,118141,92745,75441,2310,13320,2254,1980,275,6817,6699,118,2704,.,.,2310,13320
66,mx08,Mexico,2008,120924,97425,78124,2612,15001,2964,1302,1662,6949,6944,5,3258,.,.,2612,15001
67,mx08,Mexico,2008,123976,101705,84629,2797,15046,2730,2341,389,8650,8615,35,1233,.,.,2797,15046
68,mx08,Mexico,2008,126891,105867,84284,2103,17155,2317,1408,908,10658,10657,1,2609,.,.,2103,17155
69,mx08,Mexico,2008,130159,108241,88415,2809,16847,3292,2911,381,8015,8005,9,2112,.,.,2809,16847
70,mx08,Mexico,2008,133562,102614,84303,2852,15354,4325,3164,1161,6250,6246,4,2477,.,.,2852,15354
71,mx08,Mexico,2008,137115,110847,89839,2515,17160,2779,2340,439,8730,8671,59,2482,.,.,2515,17160
72,mx08,Mexico,2008,140594,110345,88558,1841,17876,3636,3122,514,7371,7370,1,2672,.,.,1842,17876
73,mx08,Mexico,2008,144314,106144,85955,2226,15158,3565,2405,1160,6385,6385,0,2471,.,.,2226,15158
74,mx08,Mexico,2008,148503,113642,93000,1257,17536,3121,2405,717,10743,10712,32,1839,.,.,1257,17536
75,mx08,Mexico,2008,152631.5,115898,94373,2683,17373,2818,2080,738,7958,7950,8,2287,.,.,2683,17373
76,mx08,Mexico,2008,156533,118839,97158,3204,18240,3358,2382,976,9678,9650,28,1984,.,.,3204,18240
77,mx08,Mexico,2008,161088,123349,102093,3039,17837,5169,3860,1309,8578,8537,41,2471,.,.,3039,17837
78,mx08,Mexico,2008,166742,117035,93320,3513,18488,2675,2021,654,8456,8456,0,4117,.,.,3513,18488
79,mx08,Mexico,2008,172127,127787,106297,2683,17114,5270,4533,737,13624,13624,0,2053,.,.,2683,17114
80,mx08,Mexico,2008,178343,137400,110269,5112,22221,6536,5948,588,10469,10464,5,3528,.,.,5112,22221
81,mx08,Mexico,2008,184276,128066,105921,2758,17278,4599,2605,1993,10928,10898,30,3865,.,.,2758,17278
82,mx08,Mexico,2008,190718,139473,111962,3380,21343,4754,3696,1057,10528,10528,0,4222,.,.,3493,21343
83,mx08,Mexico,2008,197607,149141,121185,5273,20957,4206,3570,636,16564,16564,0,4232,.,.,5273,20957
84,mx08,Mexico,2008,204154,140883,115202,2841,22481,4154,3650,503,12482,12482,0,2646,.,.,2856,22481
85,mx08,Mexico,2008,212339,147435,119465,4304,23216,4468,3324,1144,12445,12441,4,3287,.,.,4304,23216
86,mx08,Mexico,2008,221000,161397,129008,4286,26216,5619,3392,2227,14002,13905,97,5256,.,.,4286,26216
87,mx08,Mexico,2008,229870,163167,134053,4196,23519,5904,3832,2072,15117,14941,176,4280,.,.,4229,23519
88,mx08,Mexico,2008,240821,172174,139728,2536,27921,6259,4914,1344,15701,15687,14,3560,.,.,2626,27921
89,mx08,Mexico,2008,252756,176850,143339,4765,27533,6111,4841,1270,16029,16029,0,3804,.,.,4784,27533
90,mx08,Mexico,2008,265560,173292,137340,4539,29133,4630,3042,1589,11896,11878,18,4999,.,.,4603,29133
91,mx08,Mexico,2008,281086,196546,163587,3895,25660,9063,5800,3263,21944,21416,528,6468,.,.,3895,25660
92,mx08,Mexico,2008,299119,186250,154172,5436,26373,6524,4737,1787,18479,18479,0,4276,.,.,5436,26373
93,mx08,Mexico,2008,320047,198392,162425,2783,29534,7399,6180,1219,19561,19455,107,3732,.,.,2783,29534
94,mx08,Mexico,2008,343456,218367,181381,6144,31311,8629,7668,961,26281,26259,22,3251,.,.,6144,31311
95,mx08,Mexico,2008,374870,240253,190120,4802,44524,11201,8630,2571,24317,24099,217,4035,.,.,4896,44524
96,mx08,Mexico,2008,417288,245085,200801,10047,36252,12106,8790,3315,30273,29155,1118,6585,.,.,10047,36252
97,mx08,Mexico,2008,473452,273443,218585,7535,41014,14572,7999,6573,30004,29984,20,11578,.,.,7598,41014
98,mx08,Mexico,2008,566843,311008,248340,7086,49969,15592,7315,8277,28724,28460,265,10958,.,.,7086,49969
99,mx08,Mexico,2008,786396,375015,301605,8713,64095,23794,19481,4314,44659,44659,0,7069,.,.,8713,64095
100,mx08,Mexico,2008,.,506817,386428,9774,94294,40928,25010,15918,54927,54927,0,23113,.,.,10542,94294
1,mx10,Mexico,2010,2154,96115,80998,3284,12943,3347,3347,0,5644,5644,0,0,.,.,3284,12943
2,mx10,Mexico,2010,7174,41087,31528,911,8670,1157,1157,0,1514,1514,0,5,.,.,911,8670
3,mx10,Mexico,2010,9860,41925,33082,1268,7918,1018,1018,0,1005,1005,0,51,.,.,1268,7918
4,mx10,Mexico,2010,12038,38360,28810,316,8522,794,794,0,1771,1771,0,70,.,.,316,8522
5,mx10,Mexico,2010,13863,39769,29989,592,8973,652,652,0,1318,1316,2,11,.,.,592,8973
6,mx10,Mexico,2010,15728,40778,31166,698,8815,1011,1010,1,1809,1809,0,52,.,.,698,8815
7,mx10,Mexico,2010,17482,39579,29340,430,9330,629,629,0,1432,1432,0,10,.,.,430,9330
8,mx10,Mexico,2010,19048,40072,30380,503,8905,1041,1041,0,1929,1929,0,22,.,.,503,8905
9,mx10,Mexico,2010,20648,42448,32902,442,8773,700,700,0,2137,2137,0,121,.,.,442,8773
10,mx10,Mexico,2010,22076,43942,34890,1053,8311,1290,1290,0,1909,1909,0,46,.,.,1053,8311
11,mx10,Mexico,2010,23612,52991,37663,493,14561,553,553,0,3434,3434,0,60,.,.,493,14561
12,mx10,Mexico,2010,24760,48767,37138,582,10800,1729,1729,0,1773,1773,0,209,.,.,582,10800
13,mx10,Mexico,2010,26274,45794,35809,946,9014,1355,1338,17,1584,1584,0,182,.,.,946,9014
14,mx10,Mexico,2010,27871,50090,39997,1686,9430,1032,1032,0,2441,2441,0,128,.,.,1686,9430
15,mx10,Mexico,2010,29169,46881,36323,1188,9769,750,750,0,1814,1814,0,284,.,.,1188,9769
16,mx10,Mexico,2010,30472,52411,38417,512,13028,881,881,0,2356,2356,0,198,.,.,512,13028
17,mx10,Mexico,2010,31798,52036,41245,768,10032,719,719,0,1885,1885,0,280,.,.,768,10032
18,mx10,Mexico,2010,32988,52105,41129,1039,10289,821,821,0,2453,2453,0,172,.,.,1039,10289
19,mx10,Mexico,2010,34154,53549,41021,1203,11768,849,848,1,2604,2604,0,198,.,.,1203,11768
20,mx10,Mexico,2010,35589.5,55730,44429,1208,10430,577,577,0,2799,2799,0,328,.,.,1208,10430
21,mx10,Mexico,2010,36719,58315,44668,1072,12230,822,822,0,2387,2387,0,422,.,.,1072,12230
22,mx10,Mexico,2010,38181,62406,48243,705,11559,972,972,0,2805,2805,0,359,.,.,705,11559
23,mx10,Mexico,2010,39405,53313,43263,1460,8976,1060,1060,0,2604,2604,0,462,.,.,1460,8976
24,mx10,Mexico,2010,40671,56036,45697,1697,9561,777,777,0,3002,3002,0,130,.,.,1697,9561
25,mx10,Mexico,2010,41901,63595,50010,1416,12544,1268,1268,0,2827,2827,0,432,.,.,1416,12544
26,mx10,Mexico,2010,43312,61681,49412,1276,11128,912,912,0,2857,2857,0,541,.,.,1276,11128
27,mx10,Mexico,2010,44552,58125,46705,1580,10199,939,939,0,2041,2041,0,357,.,.,1580,10199
28,mx10,Mexico,2010,45773,61938,49197,2281,11814,1042,1042,0,2843,2843,0,225,.,.,2281,11814
29,mx10,Mexico,2010,47084,62921,51291,1911,10620,1067,1067,0,3243,3243,0,410,.,.,1911,10620
30,mx10,Mexico,2010,48358,66454,54736,1187,10794,687,681,5,4681,4681,0,388,.,.,1187,10794
31,mx10,Mexico,2010,49603,65427,53553,2219,9888,1215,1215,0,2758,2757,0,401,.,.,2219,9888
32,mx10,Mexico,2010,50818,64488,51887,1533,11304,717,717,0,3551,3529,23,661,.,.,1533,11304
33,mx10,Mexico,2010,52124,72090,59949,1527,11602,2595,2595,0,2545,2538,7,253,.,.,1527,11602
34,mx10,Mexico,2010,53537,70950,59170,1425,11012,1254,1254,0,3971,3971,0,348,.,.,1425,11012
35,mx10,Mexico,2010,54929,68649,56139,1474,11303,821,821,0,3681,3611,70,886,.,.,1474,11303
36,mx10,Mexico,2010,56353,69162,56376,2378,11700,1080,1080,0,3668,3668,0,332,.,.,2378,11700
37,mx10,Mexico,2010,57757,75676,60432,1335,14187,1146,1146,0,5301,5301,0,798,.,.,1335,14187
38,mx10,Mexico,2010,59028,76055,62390,2568,12321,1420,1420,0,5335,5335,0,524,.,.,2568,12321
39,mx10,Mexico,2010,60321,73652,62484,3460,9780,826,826,0,5084,5084,0,671,.,.,3460,9780
40,mx10,Mexico,2010,61702,76542,61667,2196,13377,1680,1680,0,3852,3842,9,939,.,.,2196,13377
41,mx10,Mexico,2010,63154,74390,62197,3428,11239,1252,1252,0,4345,4345,0,690,.,.,3428,11239
42,mx10,Mexico,2010,64575,75960,61280,1851,13525,1001,1001,0,4084,4084,0,521,.,.,1851,13525
43,mx10,Mexico,2010,66082,81323,68298,2468,11937,2052,2052,0,4612,4612,0,516,.,.,2468,11937
44,mx10,Mexico,2010,67684,84319,70139,1644,12678,1556,1556,0,5142,5142,0,518,.,.,1644,12678
45,mx10,Mexico,2010,69352,78306,66237,3839,11452,1190,1190,0,5015,5015,0,442,.,.,3839,11452
46,mx10,Mexico,2010,70836,82665,68466,1820,13141,1855,1855,0,6283,6210,72,692,.,.,1820,13141
47,mx10,Mexico,2010,72401,87750,70774,1798,15609,1944,1944,0,6078,6078,0,514,.,.,1798,15609
48,mx10,Mexico,2010,73800,83742,68855,1683,13112,1522,1522,0,5802,5802,0,1301,.,.,1683,13112
49,mx10,Mexico,2010,75435,87521,71033,2090,15479,1426,1426,0,6728,6728,0,516,.,.,2090,15479
50,mx10,Mexico,2010,77120,84860,67443,2032,16172,1550,1550,0,5211,5211,0,345,.,.,2032,16172
51,mx10,Mexico,2010,78640,87656,71181,2087,14429,1771,1765,7,6124,6124,0,1597,.,.,2087,14429
52,mx10,Mexico,2010,80471,85585,68447,2323,15235,1193,1193,0,5459,5459,0,1156,.,.,2323,15235
53,mx10,Mexico,2010,82168,96047,78499,3120,15048,1376,1376,0,5782,5782,0,1212,.,.,3120,15048
54,mx10,Mexico,2010,83991,86812,70517,3179,14605,1041,1041,0,4423,4423,0,905,.,.,3179,14605
55,mx10,Mexico,2010,85829,94679,78192,2909,14583,1669,1669,0,7677,7677,0,1273,.,.,2909,14583
56,mx10,Mexico,2010,87814,93774,73249,2553,17544,1275,1275,0,6572,6572,0,2156,.,.,2553,17544
57,mx10,Mexico,2010,89641,95739,78801,3196,14617,1442,1442,0,4454,4454,0,1481,.,.,3196,14617
58,mx10,Mexico,2010,91593,98949,78909,1689,18425,1217,1217,0,5764,5762,2,1336,.,.,1689,18425
59,mx10,Mexico,2010,93529,96868,75670,2666,19341,1734,1734,0,5403,5403,0,1284,.,.,2666,19341
60,mx10,Mexico,2010,95856,106493,86756,8602,17329,1119,1119,0,7017,7017,0,1687,.,.,8602,17329
61,mx10,Mexico,2010,97532,108227,86511,3063,19253,2007,2007,0,5141,5141,0,1152,.,.,3063,19253
62,mx10,Mexico,2010,99776,106998,86056,3979,19341,2297,2297,0,6610,6610,0,940,.,.,3979,19341
63,mx10,Mexico,2010,102232,104530,84427,2717,18515,1968,1968,0,6677,6677,0,872,.,.,2717,18515
64,mx10,Mexico,2010,104540,106592,87487,2859,16629,1527,1525,2,7084,7084,0,1910,.,.,2859,16629
65,mx10,Mexico,2010,107090,115682,95804,2426,18390,3775,3775,0,10035,10035,0,837,.,.,2426,18390
66,mx10,Mexico,2010,109208,109785,86688,2985,20213,2017,2014,2,7958,7958,0,2252,.,.,2985,20213
67,mx10,Mexico,2010,111904,111591,91300,3240,17761,1697,1697,0,7602,7602,0,1345,.,.,3240,17761
68,mx10,Mexico,2010,114555,119896,94455,2467,18677,2149,2148,1,7446,7446,0,1018,.,.,2467,18677
69,mx10,Mexico,2010,117536,115950,93390,3890,20099,2908,2908,0,5400,5357,43,1071,.,.,3890,20099
70,mx10,Mexico,2010,120326,122545,99203,3226,20263,1453,1453,0,9489,9489,0,1169,.,.,3226,20263
71,mx10,Mexico,2010,123085,129230,106733,3701,19885,2770,2770,0,8205,8205,0,1708,.,.,3701,19885
72,mx10,Mexico,2010,126143,118640,96448,2979,18846,1770,1746,24,8759,8759,0,1956,.,.,2979,18846
73,mx10,Mexico,2010,129453,122571,100895,3021,18175,1594,1594,0,9017,9017,0,1436,.,.,3021,18175
74,mx10,Mexico,2010,133082,127190,101620,2920,21728,1821,1821,0,11055,11007,48,3270,.,.,2920,21728
75,mx10,Mexico,2010,136824,135768,109913,3018,22048,2890,2890,0,10111,10051,60,1698,.,.,3018,22048
76,mx10,Mexico,2010,141148,140662,114891,3662,21949,4555,4552,3,10428,10370,58,2082,.,.,3662,21949
77,mx10,Mexico,2010,145181,126934,103958,3584,19217,2672,2672,0,7213,7183,30,2203,.,.,3584,19217
78,mx10,Mexico,2010,149589,139855,115319,2284,20884,2734,2734,0,12848,12848,0,1479,.,.,2284,20884
79,mx10,Mexico,2010,153851,149173,125839,7194,20218,2392,2361,31,11542,11541,1,2152,.,.,7194,20218
80,mx10,Mexico,2010,158499.5,138985,113897,2536,22138,1985,1977,8,10425,10403,22,1760,.,.,2536,22138
81,mx10,Mexico,2010,163443,147758,120044,5345,25913,3437,3437,0,13220,13215,5,1103,.,.,5345,25913
82,mx10,Mexico,2010,168974,164839,137377,4918,22672,3605,3605,0,15780,15766,14,2647,.,.,4918,22672
83,mx10,Mexico,2010,175877,156158,130747,5006,22038,3788,3780,8,13234,13212,22,1587,.,.,5006,22038
84,mx10,Mexico,2010,182081,164200,134438,3206,27468,4013,4013,0,14359,14235,124,1464,.,.,3206,27468
85,mx10,Mexico,2010,189078,164610,134623,3267,26071,4562,4548,13,12671,12670,0,2023,.,.,3267,26071
86,mx10,Mexico,2010,196321,163425,135626,5435,23995,3666,3666,0,14925,14925,0,2716,.,.,5435,23995
87,mx10,Mexico,2010,204806,177007,145826,3997,26384,5026,4986,40,12186,12186,0,3026,.,.,3997,26384
88,mx10,Mexico,2010,213536,196833,164980,5026,28338,4675,4675,0,16851,16625,226,1580,.,.,5026,28338
89,mx10,Mexico,2010,223659,186829,155166,5252,27637,4628,4627,1,19028,19028,0,1648,.,.,5252,27637
90,mx10,Mexico,2010,233915,203023,166206,3286,33425,3575,3454,121,16739,16737,2,1497,.,.,3286,33425
91,mx10,Mexico,2010,247009,211442,174352,5183,32534,5217,5211,6,18638,18576,62,3464,.,.,5183,32534
92,mx10,Mexico,2010,261930,221966,184463,3863,32920,5407,5405,3,27407,27152,255,2735,.,.,3863,32920
93,mx10,Mexico,2010,282527,223112,184290,6141,33749,5628,5628,0,20866,20866,0,3578,.,.,6141,33749
94,mx10,Mexico,2010,302561,219820,181108,7241,33323,4896,4889,7,16812,16745,68,2074,.,.,7241,33323
95,mx10,Mexico,2010,330336,252530,215743,7757,32995,8260,8217,43,25943,25919,24,2317,.,.,7757,32995
96,mx10,Mexico,2010,367211,266960,227380,8419,35194,6197,6197,0,31790,31768,23,3778,.,.,8419,35194
97,mx10,Mexico,2010,414122,306955,252096,5388,49026,10242,10238,5,31969,31037,932,4888,.,.,5388,49026
98,mx10,Mexico,2010,490332,331491,275983,8026,49492,8921,8921,0,34441,34369,72,3292,.,.,8026,49492
99,mx10,Mexico,2010,643827,428003,339850,7772,76907,11953,11901,52,53671,52267,1404,9277,.,.,7772,76907
100,mx10,Mexico,2010,.,624018,520146,23355,93284,30418,29557,861,74426,73109,1318,9381,.,.,23410,93284
1,pe07,Peru,2007,0,17071,9410,314,2758,773,563,210,1355,1120,235,212,92,484,314,2758
2,pe07,Peru,2007,178,6139,3603,124,563,374,255,120,215,172,43,9,76,432,124,563
3,pe07,Peru,2007,357,4401,1996,21,436,211,110,101,71,52,19,4,64,409,21,436
4,pe07,Peru,2007,507,4504,2013,13,355,402,159,243,83,39,44,5,105,543,13,355
5,pe07,Peru,2007,663,5195,2408,27,381,373,198,176,172,114,58,3,152,556,27,381
6,pe07,Peru,2007,813,5183,2607,31,415,265,123,142,151,98,53,7,160,457,31,415
7,pe07,Peru,2007,963,5058,2199,5,426,306,138,169,155,98,57,15,157,580,5,426
8,pe07,Peru,2007,1114,6345,2998,9,674,439,195,244,131,66,65,7,150,645,9,674
9,pe07,Peru,2007,1254,7161,3364,9,793,537,249,288,162,93,69,7,215,700,9,793
10,pe07,Peru,2007,1429,5310,2528,9,377,294,127,167,141,83,59,10,202,478,9,377
11,pe07,Peru,2007,1592,5807,2935,12,425,314,134,181,180,100,80,3,231,575,12,425
12,pe07,Peru,2007,1737,6269,2901,4,667,439,194,246,163,97,66,6,233,560,4,667
13,pe07,Peru,2007,1873,7151,3816,6,592,488,261,227,235,138,97,16,327,550,6,592
14,pe07,Peru,2007,2026,6774,3707,14,483,393,223,170,210,113,97,3,258,536,14,483
15,pe07,Peru,2007,2167,7395,3822,26,708,489,239,249,215,119,96,21,283,569,26,708
16,pe07,Peru,2007,2350,7199,3952,31,441,645,257,388,223,115,108,13,320,682,31,441
17,pe07,Peru,2007,2491,8882,4938,101,778,621,414,207,312,186,126,13,300,705,101,778
18,pe07,Peru,2007,2644,8195,4521,60,651,708,327,380,284,176,108,14,383,637,60,651
19,pe07,Peru,2007,2815,8598,4866,14,659,676,338,338,294,188,107,29,363,607,14,659
20,pe07,Peru,2007,2979,8389,5064,43,674,540,279,261,278,170,108,24,341,538,43,674
21,pe07,Peru,2007,3178,7970,4669,41,583,500,228,272,328,206,122,6,393,574,41,583
22,pe07,Peru,2007,3360,8633,4963,52,689,583,278,305,252,147,105,18,374,553,52,689
23,pe07,Peru,2007,3556,8784,5108,24,773,631,329,302,320,182,138,10,381,567,24,773
24,pe07,Peru,2007,3733,9025,5524,101,643,591,323,268,278,159,119,18,366,564,101,643
25,pe07,Peru,2007,3880,9818,5899,84,899,572,386,187,321,192,129,11,300,644,84,899
26,pe07,Peru,2007,4064,10314,6772,38,789,743,448,295,438,309,129,9,379,524,38,789
27,pe07,Peru,2007,4268,10599,6788,76,838,829,449,380,323,226,97,10,303,639,76,838
28,pe07,Peru,2007,4501,10570,6900,105,780,853,459,394,321,222,98,18,339,705,105,780
29,pe07,Peru,2007,4734,10403,6857,103,818,723,494,229,427,308,119,5,335,477,103,818
30,pe07,Peru,2007,4936,11614,7111,84,1279,589,283,306,380,294,87,29,304,588,84,1279
31,pe07,Peru,2007,5110,11243,7557,101,854,647,382,265,376,252,124,14,329,611,101,854
32,pe07,Peru,2007,5319,11419,7655,68,865,932,501,431,403,293,110,8,318,662,68,865
33,pe07,Peru,2007,5532,11600,7411,52,943,717,389,328,474,342,132,6,411,654,52,943
34,pe07,Peru,2007,5762,11468,7697,102,929,688,411,277,421,272,149,3,442,507,102,929
35,pe07,Peru,2007,5968,13208,8847,140,1155,905,519,386,661,410,251,4,336,832,140,1155
36,pe07,Peru,2007,6172,12790,8093,78,1274,785,417,368,410,288,122,28,451,507,78,1274
37,pe07,Peru,2007,6355,12119,7977,115,1085,981,473,508,421,270,151,5,316,827,115,1085
38,pe07,Peru,2007,6560,12857,8583,82,1031,895,523,372,478,312,166,8,432,564,82,1031
39,pe07,Peru,2007,6791,12274,8472,116,882,870,558,312,509,389,119,11,380,471,116,882
40,pe07,Peru,2007,7036,13977,9387,157,1322,779,477,303,437,320,117,16,422,435,157,1322
41,pe07,Peru,2007,7282,13564,8865,89,1291,925,449,476,425,289,135,8,487,619,89,1291
42,pe07,Peru,2007,7506,14323,10137,266,1064,1147,731,417,561,444,117,21,340,640,266,1064
43,pe07,Peru,2007,7738,13410,9474,114,1026,897,576,322,520,362,158,3,356,481,114,1026
44,pe07,Peru,2007,7969,13438,9073,161,1270,795,480,315,434,312,122,12,384,454,161,1270
45,pe07,Peru,2007,8213,15701,10257,132,1533,1098,594,504,799,524,276,25,405,897,132,1533
46,pe07,Peru,2007,8499,14268,9321,195,1311,937,475,462,546,441,105,3,415,672,195,1311
47,pe07,Peru,2007,8788,15507,10512,181,1473,1222,709,513,522,381,141,25,507,819,181,1473
48,pe07,Peru,2007,9044,16515,11390,129,1534,1088,673,415,827,625,201,20,451,589,129,1534
49,pe07,Peru,2007,9289,17361,11172,89,1695,1447,635,813,959,767,192,6,555,958,89,1695
50,pe07,Peru,2007,9560,17258,11870,126,1528,1053,595,458,655,447,208,36,415,821,126,1528
51,pe07,Peru,2007,9876,19656,13214,103,2191,1417,760,657,1038,825,212,12,483,764,103,2191
52,pe07,Peru,2007,10194,16472,11547,168,1510,926,520,406,793,607,186,2,407,538,168,1510
53,pe07,Peru,2007,10458,16572,12193,249,1221,1054,574,479,646,523,122,22,449,463,249,1221
54,pe07,Peru,2007,10728,17555,11540,94,1828,1042,555,487,818,598,221,17,450,738,94,1828
55,pe07,Peru,2007,11076,17823,12506,247,1722,1352,770,582,757,611,146,2,425,665,247,1722
56,pe07,Peru,2007,11425,18558,12539,152,1829,1175,627,548,956,773,183,15,426,783,152,1829
57,pe07,Peru,2007,11770,18036,12596,152,1692,1148,668,480,715,524,190,6,503,712,152,1692
58,pe07,Peru,2007,12101,19695,14504,408,1501,1293,814,478,779,610,169,12,422,821,408,1501
59,pe07,Peru,2007,12418,17674,12778,118,1456,1084,601,483,844,699,145,5,496,524,118,1456
60,pe07,Peru,2007,12773,19305,13149,213,1804,1338,666,672,897,744,153,16,549,870,213,1804
61,pe07,Peru,2007,13101,20731,13573,117,2296,1733,922,811,969,716,252,40,738,659,117,2296
62,pe07,Peru,2007,13427,18650,13729,365,1504,1287,818,468,830,643,187,22,453,612,365,1504
63,pe07,Peru,2007,13782,19570,13817,271,1816,1240,737,503,812,693,119,10,424,575,271,1816
64,pe07,Peru,2007,14179,21600,14721,214,2239,1408,742,666,878,704,173,5,690,629,214,2239
65,pe07,Peru,2007,14540,20681,14152,171,1914,1517,791,726,990,758,231,12,783,608,171,1914
66,pe07,Peru,2007,14937,20342,14117,197,1903,1465,907,558,771,590,181,9,513,825,197,1903
67,pe07,Peru,2007,15341,21897,14803,385,2385,1345,646,698,1041,815,226,34,621,753,385,2385
68,pe07,Peru,2007,15719,22962,15588,231,2288,1580,929,651,1195,973,222,6,616,905,231,2288
69,pe07,Peru,2007,16186,21458,15719,243,1679,1371,730,641,1143,946,197,4,607,639,243,1679
70,pe07,Peru,2007,16625,24525,17832,459,2193,1749,1041,709,1184,980,204,13,668,695,459,2193
71,pe07,Peru,2007,17115,21016,15035,160,1812,1695,1003,692,889,688,201,35,678,604,160,1812
72,pe07,Peru,2007,17661,24064,16483,366,2355,1738,952,787,1114,924,190,7,609,868,366,2355
73,pe07,Peru,2007,18099,24938,17498,296,2162,1800,917,883,1371,1118,253,48,691,1005,296,2162
74,pe07,Peru,2007,18654,24470,17122,211,2357,1639,1023,616,1315,1078,237,9,516,893,211,2357
75,pe07,Peru,2007,19241,26871,18852,426,2542,2514,1495,1020,1281,925,356,10,686,1236,426,2542
76,pe07,Peru,2007,19886,26459,18015,256,2911,1645,892,753,1442,1319,123,23,679,693,256,2911
77,pe07,Peru,2007,20529,26797,19180,422,2595,1653,912,741,1554,1373,181,6,716,823,422,2595
78,pe07,Peru,2007,21203,26043,19404,644,2122,1836,1181,655,1358,1214,143,7,523,935,644,2122
79,pe07,Peru,2007,22009,28519,19445,260,3268,2061,1289,773,1449,1210,239,30,798,665,260,3268
80,pe07,Peru,2007,22809,30468,22524,476,2574,2130,1409,721,2117,1936,181,15,665,805,476,2574
81,pe07,Peru,2007,23595,29714,20459,333,3044,2483,1278,1205,1373,1081,291,40,1070,931,333,3044
82,pe07,Peru,2007,24462,29125,21345,312,2505,2781,1679,1101,1701,1479,221,43,731,1004,312,2505
83,pe07,Peru,2007,25289,31743,22761,374,2918,2610,1507,1103,2876,2534,342,23,866,1100,374,2918
84,pe07,Peru,2007,26402,33766,24176,509,3145,2465,1549,915,2200,1937,263,17,739,1313,509,3145
85,pe07,Peru,2007,27373,33329,22202,401,3868,2622,1419,1203,2191,1867,323,49,987,1107,401,3868
86,pe07,Peru,2007,28532,32554,24122,467,2723,2595,1560,1036,2204,1962,242,45,969,821,467,2723
87,pe07,Peru,2007,29675,36609,24357,266,4447,2918,1798,1120,2340,2157,183,25,959,874,266,4447
88,pe07,Peru,2007,30988,34008,23702,384,3219,3322,1521,1801,1847,1637,209,78,1131,1548,384,3219
89,pe07,Peru,2007,32522,37468,26884,662,3430,2998,1911,1088,2624,2279,345,24,861,1047,662,3430
